# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 438200    1.22e-01  1.71e-01    4.00e-02  3.27e-02    2.08e-02  4.27e-02    5.8e-05
 438300    1.19e-01  8.83e-02    3.79e-02  2.72e-02    2.10e-02  1.65e-02    5.8e-05
 438400    1.19e-01  3.55e-01    3.86e-02  1.41e-01    2.05e-02  2.56e-02    5.8e-05
 438500    1.30e-01  6.08e-02    4.36e-02  1.75e-02    2.13e-02  1.23e-02    5.8e-05
 438600    1.20e-01  1.66e-01    3.85e-02  6.27e-02    2.10e-02  1.84e-02    5.8e-05
 438700    1.25e-01  1.96e-01    4.14e-02  7.27e-02    2.10e-02  2.37e-02    5.8e-05
 438800    1.19e-01  4.51e-02    3.81e-02  1.08e-02    2.11e-02  1.03e-02    5.8e-05
 438900    1.25e-01  8.36e-02    3.84e-02  5.36e-03    2.32e-02  2.33e-02    5.8e-05
 439000    1.22e-01  9.54e-02    3.97e-02  1.89e-02    2.11e-02  2.36e-02    5.8e-05
 439100    1.21e-01  1.39e-01    3.96e-02  3.91e-02    2.05e-02  2.85e-02    5.8e-05
 439200    1.34e-01  1.04e-01    4.60e-02  3.72e-02    2.10e-02  1.43e-02    5.8e-05
 439300    1.27e-01  1.59e-01    4.17e-02  2.93e-02    2.16e-02  4.01e-02    5.8e-05
 439400    1.21e-01  1.69e-01    3.94e-02  6.83e-02    2.10e-02  7.94e-03    5.8e-05
 439500    1.26e-01  6.46e-02    4.16e-02  7.30e-03    2.11e-02  1.75e-02    5.8e-05
 439600    1.21e-01  3.16e-02    3.97e-02  4.45e-03    2.04e-02  8.38e-03    5.8e-05
 439700    1.26e-01  1.19e-01    4.14e-02  6.65e-03    2.11e-02  3.31e-02    5.8e-05
 439800    1.20e-01  4.37e-02    3.80e-02  6.69e-04    2.14e-02  1.23e-02    5.8e-05
 439900    1.27e-01  1.49e-01    3.93e-02  5.25e-02    2.35e-02  2.18e-02    5.8e-05
 440000    1.18e-01  5.40e-02    3.79e-02  2.79e-03    2.13e-02  1.55e-02    5.5e-05
 440100    1.21e-01  1.19e-01    3.94e-02  4.64e-02    2.15e-02  1.04e-02    5.5e-05
 440200    1.21e-01  8.63e-02    3.89e-02  2.62e-02    2.15e-02  1.68e-02    5.5e-05
 440300    1.25e-01  9.33e-02    4.13e-02  3.03e-02    2.13e-02  1.65e-02    5.5e-05
 440400    1.21e-01  3.34e-02    3.88e-02  1.67e-03    2.16e-02  9.59e-03    5.5e-05
 440500    1.25e-01  1.45e-01    4.09e-02  5.78e-02    2.19e-02  9.66e-03    5.5e-05
 440600    1.29e-01  1.74e-01    4.38e-02  2.97e-02    2.12e-02  4.57e-02    5.5e-05
 440700    1.23e-01  3.04e-02    3.98e-02  6.33e-03    2.18e-02  7.58e-03    5.5e-05
 440800    1.32e-01  1.07e-01    4.49e-02  3.91e-02    2.11e-02  1.40e-02    5.5e-05
 440900    1.36e-01  3.56e-02    4.65e-02  1.24e-02    2.16e-02  5.46e-03    5.5e-05
 441000    1.39e-01  1.08e-01    4.78e-02  1.11e-02    2.20e-02  3.02e-02    5.5e-05
 441100    1.19e-01  3.25e-02    3.85e-02  9.43e-03    2.13e-02  6.63e-03    5.5e-05
 441200    1.34e-01  1.01e-01    4.58e-02  3.22e-02    2.13e-02  1.85e-02    5.5e-05
 441300    1.21e-01  8.84e-02    3.94e-02  1.87e-02    2.11e-02  2.19e-02    5.5e-05
 441400    1.24e-01  1.40e-01    4.14e-02  5.49e-02    2.11e-02  1.19e-02    5.5e-05
 441500    1.34e-01  8.49e-02    4.48e-02  2.46e-02    2.23e-02  1.74e-02    5.5e-05
 441600    1.27e-01  1.18e-01    4.33e-02  4.69e-02    2.04e-02  8.09e-03    5.5e-05
 441700    1.32e-01  3.79e-01    4.63e-02  1.34e-01    2.01e-02  5.51e-02    5.5e-05
 441800    1.18e-01  6.33e-02    3.90e-02  2.42e-02    2.01e-02  6.68e-03    5.5e-05
 441900    1.17e-01  3.36e-02    3.81e-02  1.14e-02    2.05e-02  5.45e-03    5.5e-05
 442000    1.25e-01  7.15e-02    4.22e-02  2.75e-02    2.06e-02  7.32e-03    5.5e-05
 442100    1.25e-01  1.37e-01    4.17e-02  5.41e-02    2.08e-02  1.07e-02    5.5e-05
 442200    1.33e-01  1.17e-01    4.57e-02  2.75e-03    2.11e-02  3.37e-02    5.5e-05
 442300    1.22e-01  8.44e-02    4.10e-02  1.47e-02    2.02e-02  2.21e-02    5.5e-05
 442400    1.19e-01  1.02e-01    3.85e-02  4.84e-03    2.12e-02  2.94e-02    5.5e-05
 442500    1.23e-01  1.75e-01    4.10e-02  4.75e-02    2.07e-02  3.81e-02    5.5e-05
 442600    1.25e-01  5.82e-02    4.08e-02  1.57e-02    2.20e-02  1.26e-02    5.5e-05
 442700    1.21e-01  8.81e-02    4.03e-02  3.48e-02    2.06e-02  6.96e-03    5.5e-05
 442800    1.21e-01  1.61e-01    4.02e-02  4.66e-02    2.07e-02  3.30e-02    5.5e-05
 442900    1.17e-01  4.40e-02    3.83e-02  4.38e-03    2.04e-02  1.23e-02    5.5e-05
 443000    1.17e-01  8.13e-02    3.87e-02  1.73e-02    2.01e-02  2.01e-02    5.5e-05
 443100    1.28e-01  4.20e-02    4.33e-02  9.90e-03    2.07e-02  9.94e-03    5.5e-05
 443200    1.37e-01  4.40e-02    4.81e-02  1.19e-02    2.06e-02  9.56e-03    5.5e-05
 443300    1.20e-01  1.30e-01    3.95e-02  3.81e-02    2.08e-02  2.65e-02    5.5e-05
 443400    1.28e-01  4.69e-02    4.39e-02  9.29e-03    2.06e-02  1.19e-02    5.5e-05
 443500    1.28e-01  4.64e-02    4.12e-02  8.68e-03    2.28e-02  1.19e-02    5.5e-05
 443600    1.20e-01  5.43e-02    3.78e-02  1.43e-02    2.22e-02  1.21e-02    5.5e-05
 443700    1.32e-01  3.76e-02    4.42e-02  4.37e-03    2.19e-02  1.04e-02    5.5e-05
 443800    1.22e-01  2.77e-02    3.92e-02  3.07e-03    2.19e-02  7.72e-03    5.5e-05
 443900    1.28e-01  8.42e-02    4.25e-02  3.38e-02    2.16e-02  5.00e-03    5.5e-05
 444000    1.25e-01  1.10e-01    4.11e-02  3.70e-02    2.16e-02  1.85e-02    5.5e-05
 444100    1.20e-01  2.30e-01    3.94e-02  9.00e-02    2.10e-02  2.04e-02    5.5e-05
 444200    1.25e-01  1.19e-01    4.07e-02  3.59e-02    2.20e-02  2.33e-02    5.5e-05
 444300    1.25e-01  1.43e-01    4.14e-02  5.56e-02    2.14e-02  1.31e-02    5.5e-05
 444400    1.25e-01  6.90e-02    4.06e-02  9.49e-03    2.22e-02  1.88e-02    5.5e-05
 444500    1.21e-01  6.18e-02    3.92e-02  1.92e-02    2.16e-02  1.17e-02    5.5e-05
 444600    1.30e-01  1.18e-01    4.35e-02  3.68e-02    2.17e-02  2.23e-02    5.5e-05
 444700    1.22e-01  1.74e-01    3.99e-02  6.31e-02    2.14e-02  2.38e-02    5.5e-05
 444800    1.27e-01  1.09e-01    4.18e-02  3.53e-02    2.18e-02  1.93e-02    5.5e-05
 444900    1.50e-01  1.11e-01    5.27e-02  3.33e-02    2.25e-02  2.21e-02    5.5e-05
 445000    1.27e-01  2.40e-01    4.27e-02  7.65e-02    2.17e-02  4.46e-02    5.2e-05
 445100    1.19e-01  1.15e-01    3.85e-02  3.99e-02    2.16e-02  1.80e-02    5.2e-05
 445200    1.26e-01  1.28e-01    4.23e-02  5.12e-02    2.15e-02  8.27e-03    5.2e-05
 445300    1.30e-01  1.75e-01    4.44e-02  6.13e-02    2.13e-02  2.71e-02    5.2e-05
 445400    1.25e-01  6.26e-02    4.14e-02  2.25e-02    2.21e-02  8.90e-03    5.2e-05
 445500    1.25e-01  1.07e-01    4.17e-02  8.76e-03    2.17e-02  3.10e-02    5.2e-05
 445600    1.20e-01  9.41e-02    3.91e-02  1.29e-02    2.17e-02  2.62e-02    5.2e-05
 445700    1.26e-01  1.06e-01    4.17e-02  3.64e-02    2.21e-02  1.74e-02    5.2e-05
 445800    1.32e-01  1.97e-01    4.41e-02  7.37e-02    2.24e-02  2.36e-02    5.2e-05
 445900    1.32e-01  4.60e-02    4.45e-02  3.47e-03    2.20e-02  1.34e-02    5.2e-05
 446000    1.19e-01  8.25e-02    3.87e-02  9.32e-03    2.13e-02  2.35e-02    5.2e-05
 446100    1.31e-01  1.64e-01    4.42e-02  6.50e-02    2.21e-02  1.30e-02    5.2e-05
 446200    1.21e-01  2.94e-01    3.99e-02  9.67e-02    2.14e-02  5.19e-02    5.2e-05
 446300    1.29e-01  4.82e-02    4.32e-02  1.23e-02    2.19e-02  1.11e-02    5.2e-05
 446400    1.38e-01  1.66e-01    4.74e-02  4.51e-02    2.24e-02  3.67e-02    5.2e-05
 446500    1.29e-01  2.23e-01    4.27e-02  8.99e-02    2.23e-02  1.27e-02    5.2e-05
 446600    1.31e-01  1.27e-01    4.39e-02  4.35e-02    2.23e-02  2.08e-02    5.2e-05
 446700    1.34e-01  1.18e-01    4.61e-02  4.37e-02    2.13e-02  1.51e-02    5.2e-05
 446800    1.22e-01  4.12e-02    4.12e-02  8.78e-03    2.07e-02  1.04e-02    5.2e-05
 446900    1.20e-01  6.31e-02    4.03e-02  2.40e-02    2.06e-02  7.07e-03    5.2e-05
 447000    1.20e-01  1.88e-02    3.95e-02  2.24e-03    2.12e-02  5.34e-03    5.2e-05
 447100    1.49e-01  7.92e-02    5.34e-02  2.47e-02    2.13e-02  1.53e-02    5.2e-05
 447200    1.18e-01  9.17e-02    3.90e-02  3.61e-02    2.06e-02  7.57e-03    5.2e-05
 447300    1.21e-01  8.18e-02    3.98e-02  3.13e-02    2.12e-02  8.72e-03    5.2e-05
 447400    1.20e-01  8.86e-02    3.90e-02  1.68e-02    2.20e-02  2.32e-02    5.2e-05
 447500    1.17e-01  1.17e-01    3.84e-02  4.57e-02    2.08e-02  1.09e-02    5.2e-05
 447600    1.23e-01  9.03e-02    4.10e-02  3.23e-02    2.10e-02  1.30e-02    5.2e-05
 447700    1.23e-01  7.54e-02    4.06e-02  1.97e-02    2.16e-02  1.72e-02    5.2e-05
 447800    1.27e-01  2.20e-01    4.21e-02  8.74e-02    2.19e-02  1.60e-02    5.2e-05
 447900    1.18e-01  1.08e-01    3.83e-02  2.29e-02    2.13e-02  2.75e-02    5.2e-05
 448000    1.28e-01  1.55e-01    4.31e-02  5.96e-02    2.16e-02  1.64e-02    5.2e-05
 448100    1.38e-01  3.42e-01    4.81e-02  9.22e-02    2.15e-02  7.65e-02    5.2e-05
 448200    1.21e-01  1.16e-01    3.86e-02  3.11e-02    2.26e-02  2.59e-02    5.2e-05
 448300    1.38e-01  1.07e-01    4.79e-02  2.45e-02    2.20e-02  2.62e-02    5.2e-05
 448400    1.32e-01  4.66e-02    4.50e-02  6.20e-03    2.18e-02  1.30e-02    5.2e-05
 448500    1.37e-01  9.09e-02    4.75e-02  3.15e-02    2.17e-02  1.45e-02    5.2e-05
 448600    1.56e-01  1.27e-01    5.66e-02  4.57e-02    2.17e-02  1.79e-02    5.2e-05
 448700    1.32e-01  2.15e-01    4.43e-02  7.61e-02    2.23e-02  3.24e-02    5.2e-05
 448800    1.26e-01  1.60e-01    4.11e-02  5.96e-02    2.26e-02  2.01e-02    5.2e-05
 448900    1.20e-01  3.02e-01    3.78e-02  1.04e-01    2.30e-02  4.82e-02    5.2e-05
 449000    1.18e-01  3.59e-01    3.79e-02  1.33e-01    2.18e-02  4.56e-02    5.2e-05
 449100    1.20e-01  1.04e-01    3.87e-02  3.79e-02    2.19e-02  1.42e-02    5.2e-05
 449200    1.32e-01  7.95e-02    4.44e-02  3.10e-02    2.23e-02  7.33e-03    5.2e-05
 449300    1.24e-01  1.45e-01    4.06e-02  4.40e-02    2.20e-02  2.91e-02    5.2e-05
 449400    1.25e-01  7.22e-02    4.14e-02  2.70e-02    2.16e-02  8.81e-03    5.2e-05
 449500    1.17e-01  3.98e-01    3.78e-02  1.42e-01    2.13e-02  5.83e-02    5.2e-05
 449600    1.26e-01  8.65e-02    4.24e-02  2.28e-02    2.11e-02  1.96e-02    5.2e-05
 449700    1.37e-01  1.28e-01    4.90e-02  4.79e-02    2.01e-02  1.52e-02    5.2e-05
 449800    1.33e-01  1.07e-01    4.64e-02  1.55e-02    2.09e-02  2.97e-02    5.2e-05
 449900    1.20e-01  2.87e-02    3.99e-02  5.00e-04    2.09e-02  8.49e-03    5.2e-05
 450000    1.15e-01  7.91e-02    3.80e-02  2.93e-02    2.07e-02  1.03e-02    5.0e-05
 450100    1.17e-01  1.26e-01    3.89e-02  4.90e-02    2.06e-02  1.20e-02    5.0e-05
 450200    1.25e-01  5.85e-02    4.23e-02  2.02e-02    2.16e-02  9.59e-03    5.0e-05
 450300    1.23e-01  8.30e-02    4.15e-02  1.27e-03    2.12e-02  2.51e-02    5.0e-05
 450400    1.25e-01  1.08e-01    4.20e-02  6.25e-03    2.17e-02  3.25e-02    5.0e-05
 450500    1.28e-01  1.11e-01    4.41e-02  4.71e-03    2.08e-02  3.33e-02    5.0e-05
 450600    1.24e-01  4.50e-02    4.15e-02  1.07e-02    2.15e-02  1.11e-02    5.0e-05
 450700    1.25e-01  1.73e-01    4.25e-02  1.93e-02    2.11e-02  5.03e-02    5.0e-05
 450800    1.24e-01  8.64e-02    4.17e-02  3.49e-02    2.14e-02  4.65e-03    5.0e-05
 450900    1.30e-01  9.08e-02    4.50e-02  2.39e-02    2.12e-02  2.11e-02    5.0e-05
 451000    1.16e-01  5.20e-02    3.82e-02  1.12e-02    2.12e-02  1.34e-02    5.0e-05
 451100    1.24e-01  9.24e-02    4.22e-02  2.21e-03    2.12e-02  2.79e-02    5.0e-05
 451200    1.15e-01  1.39e-01    3.79e-02  5.12e-02    2.09e-02  1.86e-02    5.0e-05
 451300    1.16e-01  1.05e-01    3.78e-02  4.21e-02    2.11e-02  6.91e-03    5.0e-05
 451400    1.19e-01  1.69e-01    3.98e-02  6.72e-02    2.07e-02  1.26e-02    5.0e-05
 451500    1.30e-01  1.46e-01    4.53e-02  5.85e-02    2.09e-02  9.68e-03    5.0e-05
 451600    1.26e-01  6.91e-02    4.35e-02  2.64e-02    2.06e-02  7.54e-03    5.0e-05
 451700    1.22e-01  1.99e-01    4.13e-02  8.03e-02    2.08e-02  1.05e-02    5.0e-05
 451800    1.21e-01  2.14e-01    4.07e-02  7.89e-02    2.09e-02  2.84e-02    5.0e-05
 451900    1.15e-01  2.78e-02    3.82e-02  4.16e-03    2.02e-02  7.83e-03    5.0e-05
 452000    1.18e-01  7.58e-02    3.94e-02  8.24e-03    2.09e-02  2.21e-02    5.0e-05
 452100    1.17e-01  7.90e-02    3.88e-02  2.95e-02    2.11e-02  9.92e-03    5.0e-05
 452200    1.19e-01  1.23e-01    4.01e-02  3.75e-02    2.07e-02  2.49e-02    5.0e-05
 452300    1.18e-01  6.50e-02    3.77e-02  3.85e-03    2.22e-02  1.95e-02    5.0e-05
 452400    1.21e-01  1.96e-01    4.08e-02  7.00e-02    2.08e-02  2.89e-02    5.0e-05
 452500    1.20e-01  4.85e-02    3.99e-02  1.69e-02    2.11e-02  7.78e-03    5.0e-05
 452600    1.19e-01  5.45e-02    3.92e-02  6.92e-03    2.13e-02  1.57e-02    5.0e-05
 452700    1.16e-01  4.09e-02    3.78e-02  1.04e-02    2.12e-02  9.76e-03    5.0e-05
 452800    1.28e-01  6.30e-02    4.34e-02  1.11e-02    2.18e-02  1.73e-02    5.0e-05
 452900    1.47e-01  5.85e-02    5.27e-02  1.87e-02    2.17e-02  1.11e-02    5.0e-05
 453000    1.32e-01  2.00e-01    4.69e-02  8.06e-02    2.03e-02  1.11e-02    5.0e-05
 453100    1.28e-01  1.91e-01    4.43e-02  7.47e-02    2.05e-02  1.76e-02    5.0e-05
 453200    1.20e-01  5.83e-02    4.10e-02  4.00e-03    2.03e-02  1.74e-02    5.0e-05
 453300    1.33e-01  6.44e-02    4.60e-02  1.74e-02    2.15e-02  1.47e-02    5.0e-05
 453400    1.15e-01  5.51e-02    3.84e-02  1.92e-02    2.01e-02  8.87e-03    5.0e-05
 453500    1.27e-01  9.04e-02    4.25e-02  3.53e-02    2.23e-02  8.45e-03    5.0e-05
 453600    1.28e-01  1.04e-01    4.37e-02  2.47e-02    2.13e-02  2.56e-02    5.0e-05
 453700    1.36e-01  7.60e-02    4.76e-02  2.89e-02    2.14e-02  8.73e-03    5.0e-05
 453800    1.33e-01  1.03e-01    4.47e-02  1.99e-02    2.31e-02  2.77e-02    5.0e-05
 453900    1.18e-01  1.34e-01    3.83e-02  3.50e-02    2.20e-02  3.12e-02    5.0e-05
 454000    1.23e-01  1.82e-01    4.18e-02  7.40e-02    2.10e-02  7.33e-03    5.0e-05
 454100    1.49e-01  2.13e-01    5.35e-02  7.80e-02    2.18e-02  2.93e-02    5.0e-05
 454200    1.18e-01  5.03e-02    3.99e-02  1.53e-02    2.04e-02  1.02e-02    5.0e-05
 454300    1.19e-01  3.78e-02    3.96e-02  1.14e-02    2.12e-02  7.75e-03    5.0e-05
 454400    1.16e-01  8.56e-02    3.78e-02  3.18e-02    2.15e-02  1.10e-02    5.0e-05
 454500    1.19e-01  1.79e-01    3.97e-02  7.09e-02    2.09e-02  1.41e-02    5.0e-05
 454600    1.18e-01  8.53e-02    3.78e-02  3.42e-02    2.22e-02  5.39e-03    5.0e-05
 454700    1.18e-01  1.50e-01    3.89e-02  5.73e-02    2.11e-02  1.68e-02    5.0e-05
 454800    1.19e-01  1.46e-01    3.90e-02  4.31e-02    2.16e-02  3.08e-02    5.0e-05
 454900    1.27e-01  8.33e-02    4.34e-02  7.48e-03    2.11e-02  2.46e-02    5.0e-05
 455000    1.23e-01  2.10e-01    4.17e-02  8.47e-02    2.13e-02  1.23e-02    4.7e-05
 455100    1.17e-01  5.40e-02    3.90e-02  1.21e-02    2.10e-02  1.41e-02    4.7e-05
 455200    1.28e-01  1.14e-01    4.42e-02  3.55e-02    2.15e-02  2.29e-02    4.7e-05
 455300    1.26e-01  1.67e-01    4.33e-02  6.73e-02    2.15e-02  9.12e-03    4.7e-05
 455400    1.31e-01  5.90e-02    4.44e-02  2.01e-02    2.26e-02  1.01e-02    4.7e-05
 455500    1.26e-01  1.07e-01    4.38e-02  4.09e-02    2.11e-02  1.22e-02    4.7e-05
 455600    1.19e-01  5.78e-02    3.95e-02  2.03e-02    2.19e-02  9.30e-03    4.7e-05
 455700    1.18e-01  1.06e-01    4.00e-02  2.39e-02    2.07e-02  2.73e-02    4.7e-05
 455800    1.18e-01  6.33e-02    3.99e-02  4.40e-04    2.06e-02  1.96e-02    4.7e-05
 455900    1.14e-01  1.11e-01    3.78e-02  4.41e-02    2.07e-02  8.70e-03    4.7e-05
 456000    1.14e-01  5.73e-02    3.80e-02  1.84e-02    2.07e-02  1.10e-02    4.7e-05
 456100    1.19e-01  1.23e-01    3.97e-02  4.43e-02    2.16e-02  1.80e-02    4.7e-05
 456200    1.18e-01  1.45e-01    4.03e-02  5.64e-02    2.04e-02  1.44e-02    4.7e-05
 456300    1.15e-01  1.14e-01    3.89e-02  3.85e-02    2.02e-02  1.99e-02    4.7e-05
 456400    1.13e-01  1.26e-01    3.79e-02  4.88e-02    2.03e-02  1.25e-02    4.7e-05
 456500    1.19e-01  8.57e-02    4.05e-02  1.51e-02    2.09e-02  2.40e-02    4.7e-05
 456600    1.21e-01  1.09e-01    4.15e-02  4.24e-02    2.06e-02  1.03e-02    4.7e-05
 456700    1.16e-01  5.70e-02    3.86e-02  1.52e-02    2.10e-02  1.34e-02    4.7e-05
 456800    1.17e-01  2.07e-01    3.91e-02  1.31e-03    2.12e-02  6.43e-02    4.7e-05
 456900    1.15e-01  5.23e-02    3.81e-02  1.15e-02    2.13e-02  1.37e-02    4.7e-05
 457000    1.16e-01  6.88e-02    3.87e-02  1.86e-02    2.09e-02  1.60e-02    4.7e-05
 457100    1.31e-01  1.53e-01    4.61e-02  6.04e-02    2.09e-02  1.27e-02    4.7e-05
 457200    1.23e-01  3.22e-01    4.21e-02  7.32e-02    2.09e-02  8.29e-02    4.7e-05
 457300    1.15e-01  6.10e-02    3.80e-02  4.18e-03    2.10e-02  1.87e-02    4.7e-05
 457400    1.19e-01  9.86e-02    4.02e-02  1.80e-02    2.06e-02  2.74e-02    4.7e-05
 457500    1.18e-01  9.15e-02    3.96e-02  1.23e-02    2.09e-02  2.68e-02    4.7e-05
 457600    1.22e-01  1.82e-01    4.14e-02  6.57e-02    2.11e-02  2.67e-02    4.7e-05
 457700    1.30e-01  1.18e-01    4.55e-02  4.67e-02    2.13e-02  9.30e-03    4.7e-05
 457800    1.23e-01  7.59e-02    4.06e-02  1.99e-02    2.24e-02  1.81e-02    4.7e-05
 457900    1.24e-01  1.12e-01    4.27e-02  3.25e-02    2.09e-02  2.47e-02    4.7e-05
 458000    1.35e-01  9.77e-02    4.81e-02  2.54e-02    2.09e-02  2.34e-02    4.7e-05
 458100    1.23e-01  6.28e-02    4.17e-02  2.27e-02    2.14e-02  9.11e-03    4.7e-05
 458200    1.15e-01  1.18e-01    3.80e-02  3.98e-02    2.12e-02  2.07e-02    4.7e-05
 458300    1.22e-01  2.37e-01    4.15e-02  9.01e-02    2.13e-02  2.77e-02    4.7e-05
 458400    1.20e-01  3.14e-02    4.05e-02  3.68e-04    2.14e-02  9.75e-03    4.7e-05
 458500    1.18e-01  1.35e-01    3.96e-02  5.31e-02    2.12e-02  1.15e-02    4.7e-05
 458600    1.21e-01  1.20e-01    4.07e-02  3.96e-02    2.13e-02  2.19e-02    4.7e-05
 458700    1.20e-01  1.45e-01    4.00e-02  4.08e-02    2.14e-02  3.28e-02    4.7e-05
 458800    1.32e-01  1.07e-01    4.62e-02  4.05e-02    2.17e-02  1.27e-02    4.7e-05
 458900    1.21e-01  4.17e-02    4.00e-02  1.22e-02    2.21e-02  9.06e-03    4.7e-05
 459000    1.26e-01  9.73e-02    4.27e-02  3.59e-02    2.21e-02  1.31e-02    4.7e-05
 459100    1.21e-01  9.10e-02    4.06e-02  1.40e-02    2.15e-02  2.62e-02    4.7e-05
 459200    1.24e-01  1.26e-01    4.15e-02  4.37e-02    2.20e-02  2.12e-02    4.7e-05
 459300    1.23e-01  4.30e-02    4.03e-02  8.25e-03    2.27e-02  1.18e-02    4.7e-05
 459400    1.17e-01  5.75e-02    3.80e-02  1.75e-02    2.23e-02  1.19e-02    4.7e-05
 459500    1.33e-01  1.63e-01    4.60e-02  6.27e-02    2.21e-02  1.79e-02    4.7e-05
 459600    1.24e-01  1.55e-01    4.11e-02  3.97e-02    2.27e-02  3.75e-02    4.7e-05
 459700    1.21e-01  3.33e-02    4.03e-02  6.16e-03    2.17e-02  9.21e-03    4.7e-05
 459800    1.19e-01  4.78e-02    3.95e-02  1.11e-02    2.17e-02  1.22e-02    4.7e-05
 459900    1.19e-01  1.23e-01    4.01e-02  4.30e-02    2.10e-02  1.98e-02    4.7e-05
 460000    1.17e-01  9.77e-02    3.94e-02  1.15e-02    2.09e-02  2.97e-02    4.5e-05
 460100    1.25e-01  1.32e-01    4.31e-02  1.91e-03    2.12e-02  4.19e-02    4.5e-05
 460200    1.25e-01  5.62e-02    4.37e-02  1.89e-02    2.09e-02  1.02e-02    4.5e-05
 460300    1.23e-01  4.19e-02    4.23e-02  1.45e-02    2.12e-02  7.17e-03    4.5e-05
 460400    1.14e-01  9.28e-02    3.82e-02  2.86e-02    2.09e-02  1.94e-02    4.5e-05
 460500    1.30e-01  4.68e-02    4.61e-02  3.55e-03    2.09e-02  1.46e-02    4.5e-05
 460600    1.37e-01  1.09e-01    4.86e-02  3.82e-02    2.19e-02  1.78e-02    4.5e-05
 460700    1.32e-01  1.89e-01    4.68e-02  7.06e-02    2.11e-02  2.44e-02    4.5e-05
 460800    1.24e-01  9.69e-02    4.28e-02  3.81e-02    2.14e-02  8.64e-03    4.5e-05
 460900    1.18e-01  9.06e-02    3.94e-02  3.59e-02    2.15e-02  7.40e-03    4.5e-05
 461000    1.16e-01  6.86e-02    3.90e-02  2.04e-02    2.13e-02  1.50e-02    4.5e-05
 461100    1.34e-01  2.45e-02    4.66e-02  4.54e-03    2.23e-02  6.95e-03    4.5e-05
 461200    1.15e-01  8.70e-02    3.78e-02  4.90e-03    2.17e-02  2.73e-02    4.5e-05
 461300    1.20e-01  1.03e-01    4.02e-02  4.03e-02    2.19e-02  9.98e-03    4.5e-05
 461400    1.26e-01  8.18e-02    4.27e-02  3.19e-02    2.26e-02  8.00e-03    4.5e-05
 461500    1.23e-01  9.12e-02    4.23e-02  3.68e-02    2.11e-02  5.20e-03    4.5e-05
 461600    1.17e-01  1.31e-01    3.95e-02  3.24e-02    2.09e-02  3.32e-02    4.5e-05
 461700    1.43e-01  1.44e-01    5.17e-02  5.55e-02    2.13e-02  1.56e-02    4.5e-05
 461800    1.21e-01  4.82e-02    4.13e-02  1.33e-02    2.10e-02  1.13e-02    4.5e-05
 461900    1.20e-01  9.84e-02    4.10e-02  3.07e-02    2.09e-02  2.03e-02    4.5e-05
 462000    1.22e-01  1.07e-01    4.16e-02  4.03e-02    2.14e-02  1.33e-02    4.5e-05
 462100    1.19e-01  1.08e-01    4.08e-02  4.18e-02    2.10e-02  1.16e-02    4.5e-05
 462200    1.16e-01  7.25e-02    3.85e-02  3.22e-03    2.14e-02  2.29e-02    4.5e-05
 462300    1.28e-01  1.91e-01    4.46e-02  7.74e-02    2.13e-02  9.17e-03    4.5e-05
 462400    1.15e-01  5.79e-02    3.86e-02  1.91e-02    2.11e-02  1.09e-02    4.5e-05
 462500    1.21e-01  1.13e-01    4.06e-02  4.34e-02    2.21e-02  1.29e-02    4.5e-05
 462600    1.31e-01  8.30e-02    4.53e-02  3.13e-02    2.26e-02  1.03e-02    4.5e-05
 462700    1.22e-01  9.85e-02    4.05e-02  2.50e-02    2.25e-02  2.46e-02    4.5e-05
 462800    1.21e-01  7.85e-02    4.03e-02  2.73e-02    2.25e-02  1.32e-02    4.5e-05
 462900    1.17e-01  1.23e-01    3.86e-02  4.69e-02    2.20e-02  1.40e-02    4.5e-05
 463000    1.20e-01  1.19e-01    3.96e-02  3.89e-02    2.23e-02  2.29e-02    4.5e-05
 463100    1.34e-01  1.18e-01    4.68e-02  8.54e-04    2.24e-02  3.75e-02    4.5e-05
 463200    1.24e-01  6.67e-02    4.26e-02  1.64e-02    2.16e-02  1.69e-02    4.5e-05
 463300    1.20e-01  9.79e-02    4.02e-02  2.99e-02    2.20e-02  2.07e-02    4.5e-05
 463400    1.17e-01  3.29e-01    3.93e-02  1.10e-01    2.15e-02  6.08e-02    4.5e-05
 463500    1.28e-01  6.88e-02    4.45e-02  2.07e-02    2.14e-02  1.48e-02    4.5e-05
 463600    1.25e-01  2.41e-01    4.26e-02  8.67e-02    2.18e-02  3.65e-02    4.5e-05
 463700    1.17e-01  1.86e-01    3.87e-02  6.59e-02    2.17e-02  2.97e-02    4.5e-05
 463800    1.19e-01  2.68e-02    4.01e-02  4.37e-04    2.17e-02  8.51e-03    4.5e-05
 463900    1.16e-01  5.93e-02    3.82e-02  1.06e-02    2.18e-02  1.69e-02    4.5e-05
 464000    1.23e-01  1.41e-01    4.19e-02  5.55e-02    2.17e-02  1.24e-02    4.5e-05
 464100    1.14e-01  1.42e-01    3.77e-02  5.68e-02    2.13e-02  9.99e-03    4.5e-05
 464200    1.17e-01  1.39e-01    3.90e-02  5.21e-02    2.18e-02  1.77e-02    4.5e-05
 464300    1.18e-01  5.61e-02    3.92e-02  1.78e-02    2.17e-02  1.12e-02    4.5e-05
 464400    1.23e-01  1.32e-01    4.21e-02  2.38e-02    2.18e-02  3.78e-02    4.5e-05
